id	filename	cellType	cellTypeSubtype	antibody	mappingGenome	dataSource	dataSourceGSM	description
GSM937538_Polr2a	GSM937538_Polr2a.bed	embryonic stem cells	[PCL] V6.5 ES cells; DMSO treated	Polr2a	mm10	GSE36561	GSM937538	ES cells treated with DMSO for 18 hours
GSM937539_Polr2a	GSM937539_Polr2a.bed	embryonic stem cells	[PCL] V6.5 ES cells; JQ1 treated	Polr2a	mm10	GSE36561	GSM937539	ES cells treated with JQ1 for 18 hours
GSM937540_Brd4	GSM937540_Brd4.bed	embryonic stem cells	[PCL] V6.5 ES cells	Brd4	mm10	GSE36561	GSM937540	N/A
GSM937541_Stag1	GSM937541_Stag1.bed	embryonic stem cells	[PCL] V6.5 ES cells	Stag1	mm10	GSE36561	GSM937541	N/A
GSM937542_Stag2	GSM937542_Stag2.bed	embryonic stem cells	[PCL] V6.5 ES cells	Stag2	mm10	GSE36561	GSM937542	N/A
GSM937543_Polr2a	GSM937543_Polr2a.bed	embryonic stem cells	[PCL] V6.5 ES cells; RA treated	Polr2a	mm10	GSE36561	GSM937543	ES cells treated with retinoic acid for 8 hours
GSM950325_Irf8	GSM950325_Irf8.bed	Myeloid progenitor cells	[CL] Tot2 (Irf8 KO)	Irf8	mm10	GSE38824	GSM950325	Tot2 cells were retrovirally transduced with MSCV-IRF8. 3 days after the transduction; the cells were harvested.
GSM959053_Zfp143	GSM959053_Zfp143.bed	Embryonic fibroblast cells	[CL] NIH 3T3	Zfp143	mm10	GSE39263	GSM959053	ChIP-seq_ZFP143_3T3. ChIP assays were performed essentially as previously described (Myslinski et al. 2006) with 1-4x107 cells. The chromatin was sonicated to an average of 200bp using a BioruptorTM UCD-200 (Diagenode) at Maximum power level for 30 minutes (pulses of 30 seconds with 30 seconds breaks).
GSM959054_Zfp143	GSM959054_Zfp143.bed	Embryonic Stem cells	[CL] J1	Zfp143	mm10	GSE39263	GSM959054	ChIP-seq_ZFP143_mESC. ChIP assays were performed essentially as previously described (Myslinski et al. 2006) with 1-4x107 cells. The chromatin was sonicated to an average of 200bp using a BioruptorTM UCD-200 (Diagenode) at Maximum power level for 30 minutes (pulses of 30 seconds with 30 seconds breaks).
GSM959055_Zfp143	GSM959055_Zfp143.bed	Embryonic fibroblast cells	[CL] MEF-like	Zfp143	mm10	GSE39263	GSM959055	ChIP-seq_ZFP143_Fibro. ChIP assays were performed essentially as previously described (Myslinski et al. 2006) with 1-4x107 cells. The chromatin was sonicated to an average of 200bp using a BioruptorTM UCD-200 (Diagenode) at Maximum power level for 30 minutes (pulses of 30 seconds with 30 seconds breaks).
GSM968709_V5	GSM968709_V5.bed	Motor neuron progenitors	[PC] Ainv15 ES cell derived motor neuron progenitors; Cdx2 expressing	Cdx2	mm10	GSE39453	GSM968709	ES cells differentiated in vitro into embryoid bodies for 4 days; all-trans RA and Hh signalling agonist (SAG) at day 2; Cdx2-V5 expression induced for 6-8 hours on day 3
GSM968717_Pol2	GSM968717_Pol2.bed	Motor neuron progenitors	[PC] HBG3 ES cell derived motor neuron progenitors	Polr2a	mm10	GSE39434	GSM968717	ES cells differentiated in vitro into embryoid bodies for 4 days; all-trans RA and Hh signalling agonist (SAG) at day 2
GSM972967_Prep	GSM972967_Prep.bed	Embryonic Trunk	[PC] E11.5 Embryonic trunk	Prep	mm10	GSE39609	GSM972967	N/A
GSM972983_Mbd1a_delMBD	GSM972983_Mbd1a_delMBD.bed	Embryonic Stem Cells	[PCL]	Mbd1	mm10	GSE39610	GSM972983	129-C57Bl/6 ES cells
GSM978747_Irf4	GSM978747_Irf4.bed	B-Cells	[PC] B-Cells	Irf4	mm10	GSE39756	GSM978747	Untreated spleenic B-cells
GSM978748_Irf4	GSM978748_Irf4.bed	B-Cells	[PC] B-Cells; IL-21 treated	Irf4	mm10	GSE39756	GSM978748	Spleenic B-cells were treated IL-21 for 1h
GSM978750_Irf4	GSM978750_Irf4.bed	T-Cells	[PC] CD4+	Irf4	mm10	GSE39756	GSM978750	T cells were isolated from the spleen. Cells were pre-activated with plate-bound anti-CD3 and soluble anti-CD28 for 3 days.
GSM978751_Irf4	GSM978751_Irf4.bed	T-Cells	[PC] CD4+; IL-21 treated	Irf4	mm10	GSE39756	GSM978751	T cells were isolated from the spleen. Cells were pre-activated with plate-bound anti-CD3 and soluble anti-CD28 for 3 days; rested overnight and stimulated with IL-21 for 1h.
GSM978757_Stat3	GSM978757_Stat3.bed	T-Cells	[PC] CD4+; IL-21 treated	Stat3	mm10	GSE39756	GSM978757	T cells were isolated from the spleen. Cells were pre-activated with plate-bound anti-CD3 and soluble anti-CD28 for 3 days; rested overnight and stimulated with IL-21 for 1h.
GSM978758_Batf	GSM978758_Batf.bed	T-Cells	[PC] CD4+; IL-21 treated	Batf	mm10	GSE39756	GSM978758	T cells were isolated from the spleen. Cells were pre-activated with plate-bound anti-CD3 and soluble anti-CD28 for 3 days; rested overnight and stimulated with IL-21 for 1h.
GSM978767_Batf	GSM978767_Batf.bed	T-Cells	[PC] Th17	Batf	mm10	GSE39756	GSM978767	T cells were isolated from the spleen. Cells were pre-activated with plate-bound anti-CD3 and soluble anti-CD28 for 3_days. For Th17 polarization; cells were subjected to 2 rounds of polarization with anti-CD3 and anti-CD28 for 4_days in the presence of IL-6; TGF-beta; anti-IFN-gamma and anti-IL-4.
GSM978768_Irf4	GSM978768_Irf4.bed	T-Cells	[PC] Th17	Irf4	mm10	GSE39756	GSM978768	T cells were isolated from the spleen. Cells were pre-activated with plate-bound anti-CD3 and soluble anti-CD28 for 3 days. For Th17 polarization; cells were subjected to 2 rounds of polarization with anti-CD3 and anti-CD28 for 4 days in the presence of IL-6; TGF-beta; anti-IFN-gamma and anti-IL-4.
GSM978769_Junb	GSM978769_Junb.bed	T-Cells	[PC] Th17	Junb	mm10	GSE39756	GSM978769	T cells were isolated from the spleen. Cells were pre-activated with plate-bound anti-CD3 and soluble anti-CD28 for 3 days. For Th17 polarization; cells were subjected to 2 rounds of polarization with anti-CD3 and anti-CD28 for 4 days in the presence of IL-6; TGF-beta; anti-IFN-gamma and anti-IL-4.
GSM978770_Jun	GSM978770_Jun.bed	T-Cells	[PC] Th17	Jun	mm10	GSE39756	GSM978770	T cells were isolated from the spleen. Cells were pre-activated with plate-bound anti-CD3 and soluble anti-CD28 for 3 days. For Th17 polarization; cells were subjected to 2 rounds of polarization with anti-CD3 and anti-CD28 for 4 days in the presence of IL-6; TGF-beta; anti-IFN-gamma and anti-IL-4.
GSM978771_Jund	GSM978771_Jund.bed	T-Cells	[PC] Th17	Jund	mm10	GSE39756	GSM978771	T cells were isolated from the spleen. Cells were pre-activated with plate-bound anti-CD3 and soluble anti-CD28 for 3 days. For Th17 polarization; cells were subjected to 2 rounds of polarization with anti-CD3 and anti-CD28 for 4 days in the presence of IL-6; TGF-beta; anti-IFN-gamma and anti-IL-4.
GSM978772_Stat3	GSM978772_Stat3.bed	T-Cells	[PC] Th17	Stat3	mm10	GSE39756	GSM978772	T cells were isolated from the spleen. Cells were pre-activated with plate-bound anti-CD3 and soluble anti-CD28 for 3 days. For Th17 polarization; cells were subjected to 2 rounds of polarization with anti-CD3 and anti-CD28 for 4 days in the presence of IL-6; TGF-beta; anti-IFN-gamma and anti-IL-4.
GSM979714_Tfe3	GSM979714_Tfe3.bed	Embryonic Stem Cell	[PCL] O4GIP ES cells	Tfe3	mm10	GSE39815	GSM979714	N/A
GSM979715_Tfe3	GSM979715_Tfe3.bed	Embryonic Stem Cell	[PCL] O4GIP ES cells	Tfe3	mm10	GSE39815	GSM979715	ES cells transduced to express shRNA targeting Folliculin
GSM989013_Runx1	GSM989013_Runx1.bed	Haemogenic endothelium	[PCL] E14 (ES cell derived - Runx1-/-)	Runx1	mm10	GSE40235	GSM989013	iRunxHE uninduced (antibody used HA)
GSM989014_Runx1	GSM989014_Runx1.bed	Haemogenic endothelium	[PCL] Runx1 expressing E14 (ES cell derived - Runx1-/-); doxycycline treated	Runx1	mm10	GSE40235	GSM989014	iRunxHE (doxycycline overnight to induce expression of Runx1) (antibody used HA)
GSM989015_Fli1	GSM989015_Fli1.bed	Haemogenic endothelium	[PCL] E14 (ES cell derived - Runx1-/-)	Fli1	mm10	GSE40235	GSM989015	iRunxHE (uninduced)
GSM989016_Fli1	GSM989016_Fli1.bed	Haemogenic endothelium	[PCL] Runx1 expressing E14 (ES cell derived - Runx1-/-); doxycycline treated	Fli1	mm10	GSE40235	GSM989016	iRunxHE (doxycycline overnight to induce expression of Runx1)
GSM989017_Cebpb	GSM989017_Cebpb.bed	Haemogenic endothelium	[PCL] E14 (ES cell derived - Runx1-/-)	Cebpb	mm10	GSE40235	GSM989017	iRunxHE (uninduced)
GSM989018_Tal1	GSM989018_Tal1.bed	Haemogenic endothelium	[PCL] E14 (ES cell derived - Runx1-/-)	Tal1	mm10	GSE40235	GSM989018	iRunxHE (uninduced)
GSM989019_Tal1	GSM989019_Tal1.bed	Haemogenic endothelium	[PCL] Runx1 expressing E14 (ES cell derived - Runx1-/-); doxycycline treated	Tal1	mm10	GSE40235	GSM989019	iRunxHE (doxycycline overnight to induce expression of Runx1)
GSM989023_Fli1	GSM989023_Fli1.bed	Haemogenic endothelium	[PCL] E14 ES cell derived	Fli1	mm10	GSE40235	GSM989023	c?kit+/CD41+/Tie2? wild?type progenitor cells prepared on day 4 of blast differentiation
GSM989024_Tal1	GSM989024_Tal1.bed	Haemogenic endothelium	[PCL] E14 ES cell derived	Tal1	mm10	GSE40235	GSM989024  	c?kit+/CD41+/Tie2? wild?type progenitor cells prepared on day 4 of blast differentiation
GSM994508_ep300_th1	GSM994508_ep300_th1.bed	T-Cells	[PC] Th1 CD4+	Ep300	mm10	GSE40463	GSM994508-GSM994529	FACS sorted naive CD4+T cells from spleen and lymph node were cultured in vitro for 7 days under Th1 conditions (plate-bound anti-CD3 and anti-CD28; IL-12 and anti-IL-4 for 3 days; followed by IL-2 and IL-12 for 4 days) and restimulated with plate-bound CD3/28 + IL-12 for 2 hrs.
GSM994516_ep300_th2	GSM994516_ep300_th2.bed	T-Cells	[PC] Th2 CD4+	Ep300	mm10	GSE40463	GSM994516-GSM994533	FACS sorted naive CD4+T cells from spleen and lymph node were cultured in vitro for 7 days under Th2 condition and restimulated with plate-bound CD3/28 + IL-4 for 2 hrs
GSM994520_ep300_th1_controlV	GSM994520_ep300_th1_controlV.bed	T-Cells	[PC] Th1 CD4+	Ep300	mm10	GSE40463	GSM994520	FACS sorted naive CD4+T cells from spleen and lymph node were cultured in vitro for 7 days under Th1 conditions (plate-bound anti-CD3 and anti-CD28; IL-12 and anti-IL-4 for 3 days; followed by IL-2 and IL-12 for 4 days) and restimulated with plate-bound CD3/28 + IL-12 for 2 hrs.
GSM994524_ep300_th2_controlV	GSM994524_ep300_th2_controlV.bed	T-Cells	[PC] Th2 CD4+	Ep300	mm10	GSE40463	GSM994524	FACS sorted naive CD4+T cells from spleen and lymph node were cultured in vitro for 7 days under Th2 condition and restimulated with plate-bound CD3/28 + IL-4 for 2 hrs
GSM994528_STAT1	GSM994528_STAT1.bed	T-Cells	[PC] Th1 CD4+	Stat1	mm10	GSE40463	GSM994528	FACS sorted naive CD4+T cells from spleen and lymph node were cultured in vitro for 7 days under Th1 conditions (plate-bound anti-CD3 and anti-CD28; IL-12 and anti-IL-4 for 3 days; followed by IL-2 and IL-12 for 4 days) and restimulated with plate-bound CD3/28 + IL-12 for 2 hrs.
GSM998272_Tbx21	GSM998272_Tbx21.bed	T-Cells	[PC] Th1	Tbx21	mm10	GSE40623	GSM998272	Antibody: T-bet (Lab produced (Szabo et al.; Nature 2000)). Cell type: Th1. Cell number: 100000000. Genotype: wild type
GSM998924_Foxo1	GSM998924_Foxo1.bed	T-Cells	[PC] nTreg	Foxo1	mm10	GSE40656	GSM998924	CD4+CD25+Â T cells from C57BL/6 mice
JunB_GSM1022318_UT_BMDM	JunB_GSM1022318_UT_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage	Junb	mm10	GSE38377	GSM1022318	Untreated (day 7 of differentiation)
JunB_GSM1022319_LPS_4h_BMDM	JunB_GSM1022319_LPS_4h_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage; LPS treated	Junb	mm10	GSE38377	GSM1022319	LPS for 4 hrs (day 7 of differentiation)
JunD_GSM912915_MEL	JunD_GSM912915_MEL.bed	Mouse ErythroLeukaemic	[CL] MEL	Jund	mm10	GSE36030	GSM912915	NULL
Ldb1_ERX002132_MEL	Ldb1_ERX002132_MEL.bed	Mouse ErythroLeukaemic 	[CL] C88 MEL	Ldb1	mm10	ERA000161	ERX002132	Ldb1 non-induced ChIP
Ldb1_ERX002134_MEL	Ldb1_ERX002134_MEL.bed	Mouse ErythroLeukaemic	[CL] C88 MEL	Ldb1	mm10	ERA000161	ERX002134	Ldb1 induced ChIP
MafK_GSM912899_MEL	MafK_GSM912899_MEL.bed	Mouse ErythroLeukaemic	[CL] MEL	Mafk	mm10	GSE36030	GSM912899	NULL
Max_GSM912919_MEL	Max_GSM912919_MEL.bed	Mouse ErythroLeukaemic	[CL] MEL	Max	mm10	GSE36030	GSM912919	NULL
Mtgr1_ERX002140_MEL	Mtgr1_ERX002140_MEL.bed	Mouse ErythroLeukaemic 	[CL] C88 MEL; DMSO treated	Cbfa2t2	mm10	ERA000161	ERX002140	Mtgr1 induced ChIP. Induced to differentiate with 2% DMSO for 4 d (Streptavidin beads)
Mtgr1_ERX002142_MEL	Mtgr1_ERX002142_MEL.bed	Mouse ErythroLeukaemic 	[CL] C88 MEL	Cbfa2t2	mm10	ERA000161	ERX002142	Mtgr1 non-induced ChIP (Streptavidin beads)
Mxi1_GSM912928_MEL	Mxi1_GSM912928_MEL.bed	Mouse ErythroLeukaemic	[CL] MEL	Mxi1	mm10	GSE36030	GSM912928	NULL
NELFe_GSM912932_MEL	NELFe_GSM912932_MEL.bed	Mouse ErythroLeukaemic	[CL] MEL	Rdbp	mm10	GSE36030	GSM912932	NULL
Oct2_GSM537990_B-Cells	Oct2_GSM537990_B-Cells.bed	B-Cells	[PC] B-Cells	Pou2f2	mm10	GSE21512	GSM537990	Splenic B cells were isolated from 6- to 8-week-old C57Bl/6 mice by magnetic depletion of CD43- and CD11b-expressing cells.
p300_GSM912893_MEL	p300_GSM912893_MEL.bed	Mouse ErythroLeukaemic	[CL] MEL	Ep300	mm10	GSE36030	GSM912893	NULL
p300_GSM912921_MEL	p300_GSM912921_MEL.bed	Mouse ErythroLeukaemic	[CL] MEL	Ep300	mm10	GSE36030	GSM912921	NULL
PPARg_GSM686979_day2_Adipocytes	PPARg_GSM686979_day2_Adipocytes.bed	Adipocytes	[CL] 3T3-L1 preadipocyte	Pparg	mm10	GSE27826	GSM686979	Cells were induced with DMEM containing FBS; dexamethasone; insulin and 3-isobutyl-1-methylxanthine for 2 days.
PPARg_GSM686980_day6_Adipocytes	PPARg_GSM686980_day6_Adipocytes.bed	Adipocytes	[CL] 3T3-L1 preadipocyte	Pparg	mm10	GSE27826	GSM686980	Cells were differentiated in DMEM containing FBS; dexamethasone; insulin and 3-isobutyl-1-methyxanthine for 2 days. They were then transferred to DMEM containing FBS and insulin for a further 2 days. Cells were then maintained in DMEM with FBS. 
PU.1_GSM1022260_stat6ko_ctrl_UT_BMDM	PU.1_GSM1022260_stat6ko_ctrl_UT_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage (Stat6 KO)	Spi1	mm10	GSE38377	GSM1022260	Untreated (day 7 of differentiation)
PU.1_GSM1022261_stat6ko_ctrl_IL4_4h_BMDM	PU.1_GSM1022261_stat6ko_ctrl_IL4_4h_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage (Stat6 KO); IL-4 treated	Spi1	mm10	GSE38377	GSM1022261	Control IL-4 4 h (day 7 of differentiation)
PU.1_GSM1022262_stat6ko_UT_BMDM	PU.1_GSM1022262_stat6ko_UT_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage (Stat6 KO)	Spi1	mm10	GSE38377	GSM1022262	Stat6 KO untreated (day 7 of differentiation)
PU.1_GSM1022263_stat6ko_IL4_4h_BMDM	PU.1_GSM1022263_stat6ko_IL4_4h_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage (Stat6 KO); IL-4 treated	Spi1	mm10	GSE38377	GSM1022263	Stat6 KO IL-4 4 h (day 7 of differentiation)
PU.1_GSM1022280_stat1ko_ctrl_UT_BMDM	PU.1_GSM1022280_stat1ko_ctrl_UT_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage (Stat1 KO)	Spi1	mm10	GSE38377	GSM1022280	Stat1 KO untreated (day 7 of differentiation)
PU.1_GSM1022281_stat1ko_ctrl_IFNg_4h_BMDM	PU.1_GSM1022281_stat1ko_ctrl_IFNg_4h_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage (Stat1 KO); IFNg treated	Spi1	mm10	GSE38377	GSM1022281	Stat1 KO IFNg for 4 hrs (day 7 of differentiation)
PU.1_GSM1022282_stat1ko_UT_BMDM	PU.1_GSM1022282_stat1ko_UT_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage (Stat1 KO)	Spi1	mm10	GSE38377	GSM1022282	Stat1 KO untreated (day 7 of differentiation)
PU.1_GSM1022283_stat1ko_IFNg_4h_BMDM	PU.1_GSM1022283_stat1ko_IFNg_4h_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage (Stat1 KO); IFNg treated	Spi1	mm10	GSE38377	GSM1022283	Stat1 KO IFNg for 4 hrs (day 7 of differentiation)
PU.1_GSM1022310_tc_IFNg_UT_BMDM	PU.1_GSM1022310_tc_IFNg_UT_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage	Spi1	mm10	GSE38377	GSM1022310	Untreated (day 7 of differentiation)
PU.1_GSM1022311_tc_IFNg_30min_BMDM	PU.1_GSM1022311_tc_IFNg_30min_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage; IFNg treated	Spi1	mm10	GSE38377	GSM1022311	IFNg for 30min (day 7 of differentiation)
PU.1_GSM1022312_tc_IFNg_1h_BMDM	PU.1_GSM1022312_tc_IFNg_1h_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage; IFNg treated	Spi1	mm10	GSE38377	GSM1022312	IFNg for 1h (day 7 of differentiation)
PU.1_GSM1022313_tc_IFNg_2h_BMDM	PU.1_GSM1022313_tc_IFNg_2h_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage; IFNg treated	Spi1	mm10	GSE38377	GSM1022313	IFNg for 2h (day 7 of differentiation)
PU.1_GSM940924_25_UT_BMDM	PU.1_GSM940924_25_UT_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage	Spi1	mm10	GSE38377	GSM940924-GSM940925	Untreated (day 7 of differentiation)
PU.1_GSM940926_LPS_4h_BMDM	PU.1_GSM940926_LPS_4h_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage; LPS treated	Spi1	mm10	GSE38377	GSM940926	LPS for 4h (day 7 of differentiation)
PU.1_GSM940927_LPS_24h_BMDM	PU.1_GSM940927_LPS_24h_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage; LPS treated	Spi1	mm10	GSE38377	GSM940927	LPS for 24h (day 7 of differentiation)
PU.1_GSM940928_IFNg_4h_BMDM	PU.1_GSM940928_IFNg_4h_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage; IFNg treated	Spi1	mm10	GSE38377	GSM940928	IFNg for 4h (day 7 of differentiation)
PU.1_GSM940929__IL4_4h_BMDM	PU.1_GSM940929__IL4_4h_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage; IL-4 treated	Spi1	mm10	GSE38377	GSM940929	IL-4 for 4h (day 7 of differentiation)
PU.1_GSM940930_TNFa_4h_BMDM	PU.1_GSM940930_TNFa_4h_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage; TNFa treated	Spi1	mm10	GSE38377	GSM940930	TNFa for 4h (day 7 of differentiation)
PU.1_GSM940931_TGFb1_4h_BMDM	PU.1_GSM940931_TGFb1_4h_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage; TGFb1 treated	Spi1	mm10	GSE38377	GSM940931	TGFb1 for 4h (day 7 of differentiation)
PU.1_GSM940932_IL1b_4h_BMDM	PU.1_GSM940932_IL1b_4h_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage; IL-1b treated	Spi1	mm10	GSE38377	GSM940932	IL-1b for 4h (day 7 of differentiation)
PU.1_GSM940933_MALP2_BMDM	PU.1_GSM940933_MALP2_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage; MALP2 treated	Spi1	mm10	GSE38377	GSM940933	MALP2 for 4h (day 7 of differentiation)
PU.1_GSM940934_CpG_BMDM	PU.1_GSM940934_CpG_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage; CpG treated	Spi1	mm10	GSE38377	GSM940934	CpG for 4hrs (day 7 of differentiation)
PU1_GSM537983_Macrophages	PU1_GSM537983_Macrophages.bed	Macrophages	[PC] Peritoneal Macrophage	Spi1	mm10	GSE21512	GSM537983	Thioglycollate-elicited peritoneal macrophages
PU1_GSM537989_B-Cells	PU1_GSM537989_B-Cells.bed	B-Cells	[PC] B-Cells	Spi1	mm10	GSE21512	GSM537989	Splenic B cells were isolated from 6- to 8-week-old C57Bl/6 mice by magnetic depletion of CD43- and CD11b-expressing cells.
Rad21_GSM912933_DMSO_MEL	Rad21_GSM912933_DMSO_MEL.bed	Mouse ErythroLeukaemic	[CL] MEL; DMSO treated	Rad21	mm10	GSE36030	GSM912933	5 d with 2% DMSO
Rad21_GSM912935_MEL	Rad21_GSM912935_MEL.bed	Mouse ErythroLeukaemic	[CL] MEL	Rad21	mm10	GSE36030	GSM912935	NULL
RXR_GSM686978_4h_Adipocytes	RXR_GSM686978_4h_Adipocytes.bed	Adipocytes	[CL] 3T3-L1 preadipocyte	Rxra	mm10	GSE27826	GSM686978	Cells were induced with DMEM containing FBS; dexamethasone; insulin and 3-isobutyl-1-methylxanthine for 4 hrs.
Scl_ERX002136_MEL	Scl_ERX002136_MEL.bed	Mouse ErythroLeukaemic 	[CL] C88 MEL	Tal1	mm10	ERA000161	ERX002136	Tal1 non-induced ChIP
Scl_ERX002138_MEL	Scl_ERX002138_MEL.bed	Mouse ErythroLeukaemic 	[CL] C88 MEL; DMSO treated	Tal1	mm10	ERA000161	ERX002138	Tal1 induced ChIP. Induced to differentiate with 2% DMSO for 4 d
SMC3_GSM912923_MEL	SMC3_GSM912923_MEL.bed	Mouse ErythroLeukaemic	[CL] MEL	Smc3	mm10	GSE36030	GSM912923	NULL
Stat1_GSM1022315_tc_IFNg_30min_BMDM	Stat1_GSM1022315_tc_IFNg_30min_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage; IFNg treated	Stat1	mm10	GSE38377	GSM1022315	IFNg for 30min (day 7 of differentiation)
Stat1_GSM1022316_tc_IFNg_1h_BMDM	Stat1_GSM1022316_tc_IFNg_1h_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage; IFNg treated	Stat1	mm10	GSE38377	GSM1022316	IFNg for 1h (day 7 of differentiation)
Stat1_GSM1022317_tc_IFNg_2h_BMDM	Stat1_GSM1022317_tc_IFNg_2h_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage; IFNg treated	Stat1	mm10	GSE38377	GSM1022317	IFNg for 2h (day 7 of differentiation)
Stat5a_GSM686977_4h_Adipocytes	Stat5a_GSM686977_4h_Adipocytes.bed	Adipocytes	[CL] 3T3-L1 preadipocyte	Stat5a	mm10	GSE27826	GSM686977	Cells were induced with DMEM containing FBS; dexamethasone; insulin and 3-isobutyl-1-methylxanthine for 4 hrs.
Stat6_GSM1022301_tc_IL4_15min_BMDM	Stat6_GSM1022301_tc_IL4_15min_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage; IL-4 treated	Stat6	mm10	GSE38377	GSM1022301	IL-4 15 min (day 7 of differentiation)
Stat6_GSM1022302_tc_IL4_30min_BMDM	Stat6_GSM1022302_tc_IL4_30min_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage; IL-4 treated	Stat6	mm10	GSE38377	GSM1022302	IL-4 30 min (day 7 of differentiation)
Stat6_GSM1022303_tc_IL4_1h_BMDM	Stat6_GSM1022303_tc_IL4_1h_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage; IL-4 treated	Stat6	mm10	GSE38377	GSM1022303	IL-4 1h (day 7 of differentiation)
Stat6_GSM1022304_tc_IL4_2h_BMDM	Stat6_GSM1022304_tc_IL4_2h_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage; IL-4 treated	Stat6	mm10	GSE38377	GSM1022304	IL-4 2h (day 7 of differentiation)
Stat6_GSM1022305_tc_IL4_4h_BMDM	Stat6_GSM1022305_tc_IL4_4h_BMDM.bed	Macrophages	[PC] Bone Marrow Macrophage; IL-4 treated	Stat6	mm10	GSE38377	GSM1022305	IL-4 4h (day 7 of differentiation)
